epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1,lr,time_s
1,1.4971372993553387,0.40441176470588236,0.43002161606349043,1.5137595733006795,0.38095238095238093,0.4131493506493507,0.0001,10.466268539428711
2,1.2658730412230772,0.5220588235294118,0.5273876716048624,1.3199260774112882,0.47619047619047616,0.4843832269750006,0.0001,7.588270425796509
3,1.1178132558570189,0.5625,0.5690113404453905,1.2617025148300898,0.47619047619047616,0.4703544575725026,0.0001,8.0527663230896
4,1.0835643165251787,0.6433823529411765,0.6511345073658348,1.2328427802948725,0.5476190476190477,0.530328798185941,0.0001,7.351581335067749
5,0.9596444824162651,0.6617647058823529,0.6691694225066889,1.1011535979452587,0.5952380952380952,0.5898698609878734,0.0001,7.638692140579224
6,0.8809934275991776,0.6911764705882353,0.6907488629604877,1.0754368659995852,0.6904761904761905,0.6876623376623376,0.0001,7.33079195022583
7,0.9000158905982971,0.6544117647058824,0.6622651029269354,1.0848666330178578,0.6428571428571429,0.6485413985413986,0.0001,7.800776720046997
8,0.8662237367209267,0.6801470588235294,0.6833806211751,1.0231145024299622,0.6428571428571429,0.6376039304610733,0.0001,7.237655878067017
9,0.777596165152157,0.6727941176470589,0.6756374287234577,1.0035011009091424,0.6904761904761905,0.6857875457875457,0.0001,7.395732879638672
10,0.7028267374810051,0.7279411764705882,0.7311899782481864,1.0250308960676193,0.6666666666666666,0.6595441595441596,0.0001,7.349461555480957
11,0.7001115837517906,0.7610294117647058,0.7637380390964644,1.008338097305525,0.6666666666666666,0.6609047037618466,0.0001,7.742124557495117
12,0.7913646001149627,0.7169117647058824,0.7189664954610607,1.0157769982303892,0.6428571428571429,0.6325613357633062,0.0001,7.313731908798218
13,0.6855751837001127,0.7536764705882353,0.7522948663324316,0.9651304866586413,0.6190476190476191,0.6066515495086924,0.0001,7.14319634437561
14,0.6663701849825242,0.7683823529411765,0.7751315051749103,0.9431027645866076,0.6666666666666666,0.6565423542775459,0.0001,7.700178623199463
15,0.7464818288298214,0.7352941176470589,0.7424125469813331,0.9763627371617726,0.6428571428571429,0.6376039304610733,0.0001,7.512807846069336
16,0.6230845521478092,0.7904411764705882,0.7937471495092725,0.9376890921876544,0.6428571428571429,0.6325613357633062,0.0001,7.108981370925903
17,0.6773278827176374,0.7610294117647058,0.7617953302868922,0.9195163037095752,0.6666666666666666,0.6561224489795918,0.0001,7.28926157951355
18,0.6265120190732619,0.7904411764705882,0.7985976427501802,0.9374472775629589,0.6428571428571429,0.6325613357633062,0.0001,7.481316566467285
19,0.6343916992054266,0.7830882352941176,0.784487647491479,0.9227734247133845,0.6428571428571429,0.6296877725449154,0.0001,7.192310094833374
20,0.596221808124991,0.75,0.7530480832262059,0.9335256364373934,0.6666666666666666,0.6620006977149835,0.0001,7.813049793243408
21,0.5577875888522934,0.7867647058823529,0.7893313080688761,0.94175493397883,0.6666666666666666,0.6620006977149835,1e-05,7.078871488571167
22,0.5513914323904935,0.7904411764705882,0.791400899758647,0.9232897334510372,0.6904761904761905,0.681386999244142,1e-05,7.156716346740723
23,0.6283171729129904,0.7794117647058824,0.7821545254668775,0.947452534522329,0.6428571428571429,0.6325613357633062,1e-05,7.255464315414429
24,0.5602864342577317,0.7941176470588235,0.7985889978164892,0.9254107453993389,0.6666666666666666,0.6620006977149835,1e-05,7.226938486099243
25,0.5445360839366913,0.7683823529411765,0.7691768436769643,0.9167035104972976,0.6428571428571429,0.6325613357633062,1e-05,7.071905851364136
26,0.562226859962239,0.7904411764705882,0.7925064618533479,0.9247457693730082,0.6666666666666666,0.6620006977149835,1e-05,7.6404664516448975
27,0.6348433148335008,0.7536764705882353,0.7593870256250956,0.9298328899201893,0.6666666666666666,0.6595441595441596,1e-05,7.536749839782715
28,0.5470772043747061,0.8125,0.815792666912345,0.946646433855806,0.6428571428571429,0.6325613357633062,1e-05,7.108551502227783
29,0.5183112770318985,0.8308823529411765,0.8300594054254445,0.9558250073875699,0.6666666666666666,0.6620006977149835,1.0000000000000002e-06,7.18814492225647
30,0.5768450879875351,0.8051470588235294,0.813599026939543,0.9129167713579678,0.6666666666666666,0.6595441595441596,1.0000000000000002e-06,7.324015855789185
