epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1,lr,time_s
1,0.4612997213873682,0.7816455696202531,0.7816311084986027,0.3641774653181856,0.8097165991902834,0.8031205791065049,0.0001,8.87452507019043
2,0.3897924146257372,0.8251582278481012,0.8250852725698818,0.3370113816821141,0.8380566801619433,0.8319871627020095,0.0001,8.88046646118164
3,0.36093346164699347,0.8481012658227848,0.8481065486087503,0.3437551536299439,0.8279352226720648,0.8212396882397399,0.0001,8.861676454544067
4,0.3394718203174917,0.8528481012658228,0.8528467909894463,0.3530044931511165,0.8259109311740891,0.8183694032051112,0.0001,8.858663558959961
5,0.3344343242074367,0.854957805907173,0.8549479173757422,0.34771414927625466,0.8360323886639676,0.8355602048952647,0.0001,8.861093521118164
6,0.3182825838463216,0.8699894514767933,0.8699916670216161,0.3578711059773982,0.8259109311740891,0.8245266612991546,1e-05,8.8731050491333
7,0.3149193863891348,0.8628691983122363,0.8628765230234454,0.35449441839084933,0.819838056680162,0.8196675241408928,1e-05,8.873972415924072
8,0.31984847799760885,0.8686708860759493,0.868669789813984,0.35688371633590477,0.8218623481781376,0.8180163577130573,1e-05,8.866355419158936
9,0.30391218811902315,0.8713080168776371,0.871314318007408,0.34890095958946205,0.8360323886639676,0.8310199921535955,1e-05,8.865447759628296
10,0.3087523958099542,0.8718354430379747,0.871839900388633,0.34316931921340194,0.8380566801619433,0.8341578319712937,1.0000000000000002e-06,8.863264083862305
11,0.30340832974840315,0.867879746835443,0.8678758224377281,0.35550686318864705,0.8299595141700404,0.8262883414533727,1.0000000000000002e-06,8.868293285369873
12,0.3084474891612801,0.8686708860759493,0.8686717995576894,0.3445356400751392,0.8299595141700404,0.8286074366177789,1.0000000000000002e-06,8.88521409034729
