epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1,lr,time_s
1,1.1116994249409642,0.5695402298850575,0.5621880750112682,0.9827626599277851,0.6009661835748792,0.5522975565636261,9.972609476841367e-05,16.298792362213135
2,0.8897483220045594,0.667528735632184,0.6509527612427992,0.9726576175018785,0.6231884057971014,0.5713785054364356,9.890738003669029e-05,16.290757656097412
3,0.8484300623679983,0.6754310344827587,0.6613108329010773,0.9330062428642298,0.6164251207729469,0.5827214354062287,9.755282581475769e-05,16.288452863693237
4,0.7980066854378273,0.6923850574712643,0.6811317852276813,0.8911666613810016,0.6550724637681159,0.629273632168934,9.567727288213003e-05,16.27990698814392
5,0.7847518527644805,0.7008620689655173,0.6891633359047591,0.9475246447835856,0.6241545893719807,0.6002098295259024,9.330127018922194e-05,16.2800509929657
6,0.7725396602318204,0.707183908045977,0.697463826198858,0.9153348670849477,0.6405797101449275,0.6211215727870467,9.045084971874738e-05,16.286747694015503
7,0.7378417630990346,0.7173850574712644,0.7080044426139207,0.9384192697523872,0.6444444444444445,0.6206102042954939,8.715724127386972e-05,16.304566860198975
8,0.7422092757690912,0.719396551724138,0.710603808244494,0.9047658721389977,0.6531400966183575,0.6267509688693479,8.345653031794292e-05,16.303345203399658
9,0.7166825537023873,0.7297413793103448,0.7217774045690654,0.8945610882147499,0.6444444444444445,0.6209507818474783,7.938926261462366e-05,16.278616428375244
10,0.7173177564281157,0.7272988505747127,0.7186858732571313,0.8997701367678274,0.6560386473429952,0.6353929357781275,7.500000000000001e-05,16.294413805007935
11,0.7067501412725997,0.7341954022988506,0.7269185931609344,0.9129616292490476,0.6415458937198067,0.618178880123953,7.033683215379003e-05,16.28351902961731
12,0.6938498082517207,0.735632183908046,0.728029467523174,0.9128256228307019,0.6415458937198067,0.6177193649768383,6.545084971874738e-05,16.280853509902954
13,0.6884706491026386,0.735632183908046,0.7288535947747691,0.903272685761325,0.6560386473429952,0.6424768607494232,6.039558454088797e-05,16.374225616455078
14,0.688714782945041,0.7366379310344827,0.7292406833294445,0.9016946281067991,0.6550724637681159,0.6371319510174865,5.522642316338269e-05,16.286396741867065
15,0.6778654812396258,0.7425287356321839,0.7366428781277164,0.9750153638818414,0.621256038647343,0.5980162099637941,5.000000000000002e-05,16.29900813102722
16,0.6669286650487747,0.7505747126436781,0.7437899274349681,0.924429709755856,0.6541062801932367,0.6366411563531202,4.4773576836617344e-05,16.36194109916687
17,0.652953423234238,0.7525862068965518,0.7465571475510663,0.8999097493679628,0.6579710144927536,0.638319415336361,3.9604415459112035e-05,16.28480577468872
18,0.6586685689701431,0.7482758620689656,0.7417483225708278,0.9450278422682757,0.6405797101449275,0.6150503665625406,3.4549150281252636e-05,16.272112131118774
19,0.6624557856513166,0.7501436781609195,0.7435284217755342,0.9351512285606297,0.6579710144927536,0.6406475742742154,2.966316784621e-05,16.2899808883667
20,0.6654330051493371,0.7474137931034482,0.7409264827890976,0.8869764561958359,0.6531400966183575,0.6369119296445078,2.5000000000000015e-05,16.282124757766724
21,0.6589876171158648,0.7530172413793104,0.7470054112860062,0.8919975762205999,0.6579710144927536,0.6409423922482828,2.0610737385376352e-05,16.27631425857544
22,0.6479522961994697,0.7553160919540229,0.7493429959882021,0.8987022832899854,0.6541062801932367,0.6360044999438729,1.654346968205711e-05,16.291330814361572
23,0.6503855431216886,0.7511494252873563,0.7447524508819978,0.8950345449617519,0.6483091787439613,0.6294831303462698,1.2842758726130304e-05,16.298964023590088
24,0.6406407670042981,0.7535919540229885,0.7481295575756336,0.8750159302051517,0.6618357487922706,0.6495987144289519,9.549150281252636e-06,16.295297384262085
25,0.6293141930267728,0.7617816091954023,0.7563031846460202,0.8864523701837673,0.6589371980676328,0.6434822257199662,6.698729810778068e-06,16.296621561050415
26,0.6366591271312757,0.7477011494252873,0.742223534026827,0.9070976671461322,0.6444444444444445,0.628977311088905,4.322727117869953e-06,16.315096616744995
27,0.6484948816998252,0.7507183908045977,0.7441877050967461,0.9106904794196575,0.6618357487922706,0.6434104374379374,2.447174185242324e-06,16.295128345489502
28,0.6471299472211421,0.7512931034482758,0.7460375411872959,0.8735813365970256,0.6473429951690821,0.6318672160835872,1.092619963309716e-06,16.28879141807556
29,0.6551396845058463,0.7474137931034482,0.7417641676754188,0.9381203588152277,0.6415458937198067,0.6258460292794987,2.7390523158633003e-07,16.357351541519165
30,0.6441998154952608,0.7520114942528736,0.7454714633769661,0.9119618024155137,0.6579710144927536,0.6373247009539817,0.0,16.29233407974243
