epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1,lr,time_s
1,0.4812948116789693,0.7714673913043478,0.7713989335162088,0.35797562871901495,0.8561320754716981,0.8521047068281136,0.0001,8.55571460723877
2,0.41645474071088046,0.8089673913043478,0.8089110266401742,0.31582791400405597,0.8797169811320755,0.8783480413662407,0.0001,8.577919483184814
3,0.39022824446792187,0.8209239130434782,0.8205903970713727,0.37765903777952464,0.8443396226415094,0.8386210467896982,0.0001,8.580674648284912
4,0.37029500017347544,0.8345108695652174,0.8344480772492001,0.3211552691909502,0.8655660377358491,0.8636943958705278,0.0001,8.576591968536377
5,0.36810122870880624,0.8345108695652174,0.8344182835681888,0.32961047665690474,0.8655660377358491,0.8620425589778741,0.0001,8.573896169662476
6,0.36019788209510883,0.839945652173913,0.8398398572071252,0.3103249248749805,0.875,0.8737266101802159,0.0001,8.604395389556885
7,0.35903564192678616,0.8369565217391305,0.8369317449777505,0.32059677127959596,0.8655660377358491,0.8635131172047248,0.0001,8.565986633300781
8,0.34652865499905916,0.8470108695652174,0.8469252769275702,0.30054683723258524,0.8797169811320755,0.8783480413662407,0.0001,8.582072973251343
9,0.338315999702267,0.8467391304347827,0.8467028164781749,0.2906617554572393,0.8844339622641509,0.8837505302779977,0.0001,8.58356761932373
10,0.33589952876386436,0.852445652173913,0.8524207247734541,0.2994582934199639,0.8867924528301887,0.8862813345007025,0.0001,8.573543310165405
11,0.3263335591749005,0.8595108695652174,0.8594746707860863,0.2879969608390106,0.8938679245283019,0.8929080792281433,0.0001,8.575937032699585
12,0.3186126601760802,0.8570652173913044,0.8570807375746822,0.30538796767030124,0.8820754716981132,0.879849910340101,0.0001,8.559007406234741
13,0.3113176882590937,0.8692934782608696,0.8693153832458477,0.3077473038772367,0.8726415094339622,0.871949280495561,0.0001,8.565444231033325
14,0.3236808749320714,0.8630434782608696,0.8629574155077169,0.3253477575644007,0.8608490566037735,0.8592653811883959,0.0001,8.581974983215332
15,0.3105964648010938,0.8633152173913043,0.8632912043776155,0.28992754150674027,0.8679245283018868,0.8666553892864888,1e-05,8.569673538208008
16,0.315700509334388,0.8646739130434783,0.864698403066679,0.31258044525418643,0.8726415094339622,0.8707833378485846,1e-05,8.564590215682983
17,0.3014792075299698,0.8654891304347826,0.8655299994644019,0.31989425167722524,0.8584905660377359,0.8560294179582211,1e-05,8.573413848876953
18,0.3027393787127474,0.8698369565217391,0.8699151154686434,0.31144359778120834,0.8655660377358491,0.8638686842995319,1e-05,8.57372760772705
19,0.3056692528983821,0.8665760869565218,0.8665735225056558,0.31814913564133196,0.8561320754716981,0.8535243620801432,1.0000000000000002e-06,8.576713800430298
20,0.29291636849875036,0.8728260869565218,0.8727093845427623,0.2931515356560923,0.8773584905660378,0.8763171283516817,1.0000000000000002e-06,8.567872047424316
21,0.2997916631400585,0.8665760869565218,0.8665685135756906,0.2948838698695291,0.8608490566037735,0.8590921469065329,1.0000000000000002e-06,8.567392587661743
