epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1,lr,time_s
1,0.4749268507268153,0.7709750566893424,0.7709638608518535,0.5483185830560043,0.7591240875912408,0.7649406338739494,9.972609476841367e-05,16.442484140396118
2,0.42824358325831746,0.8000283446712018,0.7998987174666521,0.5532932190673194,0.7572992700729927,0.7636657953071266,9.890738003669029e-05,16.437024354934692
3,0.4048265848908565,0.8120748299319728,0.8120424604281743,0.5045027041087186,0.781021897810219,0.7783792601081827,9.755282581475769e-05,16.443958044052124
4,0.3913952740006436,0.8241213151927438,0.8240883689412576,0.5900751989688316,0.7572992700729927,0.7675927458348014,9.567727288213003e-05,16.443885803222656
5,0.3820618449154895,0.83078231292517,0.8307905295139074,0.6168575854088268,0.7427007299270073,0.7548745166064366,9.330127018922194e-05,16.444379329681396
6,0.3904488249734686,0.8200113378684807,0.8199270867227954,0.5552318047215469,0.7691605839416058,0.7776227810197258,9.045084971874738e-05,16.461355447769165
7,0.3721882353226344,0.8336167800453514,0.8336167800453514,0.5744568891551373,0.7627737226277372,0.7704936180172729,8.715724127386972e-05,16.473695039749146
8,0.36672654754720846,0.8327664399092971,0.8327202670463277,0.5455754559187993,0.7700729927007299,0.7751248162903971,8.345653031794292e-05,16.443877935409546
9,0.3498313813016258,0.8401360544217688,0.8401163858157114,0.585286410022391,0.7673357664233577,0.7738272150556649,7.938926261462366e-05,16.443073511123657
10,0.35828361019931415,0.8443877551020408,0.8444063895378254,0.5341988018829457,0.7791970802919708,0.7802955206475447,7.500000000000001e-05,16.445701122283936
11,0.35256723718308,0.842687074829932,0.8425879592622516,0.6032561435207834,0.7554744525547445,0.7631420245363552,7.033683215379003e-05,16.432029962539673
12,0.3616364800673223,0.8409863945578231,0.8409585475826035,0.5549860233373015,0.7773722627737226,0.7810516451576492,6.545084971874738e-05,16.454675436019897
13,0.35057386538001145,0.842545351473923,0.8425876043128087,0.5297554263668339,0.7837591240875912,0.7867012886185427,6.039558454088797e-05,16.443774700164795
14,0.3530666351216991,0.842687074829932,0.8426556935509391,0.5969227320738952,0.7627737226277372,0.7704936180172729,5.522642316338269e-05,16.51688528060913
15,0.3479000334194999,0.8460884353741497,0.8461491689004675,0.5832394568154412,0.7645985401459854,0.7730438202310422,5.000000000000002e-05,16.46082592010498
16,0.3446560601562329,0.846797052154195,0.8467363745867255,0.5847165268050493,0.7728102189781022,0.7802694997804257,4.4773576836617344e-05,16.449265241622925
17,0.3394901244616022,0.8518990929705216,0.8519650630796373,0.5802742729004282,0.781934306569343,0.7872771790539927,3.9604415459112035e-05,16.450299501419067
18,0.34231516524574923,0.8450963718820862,0.8451168812982551,0.5408291709031502,0.7883211678832117,0.7914697754327653,3.4549150281252636e-05,16.429312229156494
19,0.3367147975666723,0.8521825396825397,0.8521984978905717,0.5602929869489949,0.7855839416058394,0.7902152671912188,2.966316784621e-05,16.447797060012817
20,0.3498166026441959,0.8450963718820862,0.8449833123850777,0.6018368953662198,0.7645985401459854,0.7725292965985054,2.5000000000000015e-05,16.528451919555664
21,0.33322334671371917,0.8527494331065759,0.852761839742507,0.5403140565774737,0.7864963503649635,0.7894921435074514,2.0610737385376352e-05,16.44277811050415
22,0.3278743881656199,0.8555839002267573,0.8556327639078088,0.5776874284892186,0.781021897810219,0.7880191970565148,1.654346968205711e-05,16.437334537506104
23,0.3309717512353748,0.8501984126984127,0.8501856189433252,0.6032429631174046,0.7627737226277372,0.7718846104638323,1.2842758726130304e-05,16.436245679855347
24,0.32956777197095544,0.8544501133786848,0.8544623767233441,0.6152061910851159,0.7682481751824818,0.7768032158714566,9.549150281252636e-06,16.443286895751953
25,0.33041291335880624,0.8530328798185941,0.8529131718247167,0.618500152534812,0.7618613138686131,0.7713978656345557,6.698729810778068e-06,16.44306445121765
26,0.32531990930269095,0.8562925170068028,0.856323492937763,0.5897228396395697,0.7655109489051095,0.7732098853155398,4.322727117869953e-06,16.441974401474
27,0.3167796272471919,0.8604024943310657,0.8604141759641171,0.5663539863524646,0.7846715328467153,0.7897171938172093,2.447174185242324e-06,16.52093267440796
28,0.3344050565071387,0.8517573696145124,0.8517388871720425,0.6084072931404532,0.7664233576642335,0.7753940779951579,1.092619963309716e-06,16.45238733291626
29,0.32804114643543486,0.8561507936507936,0.8561313580645994,0.5640076880689955,0.7791970802919708,0.7851381838885594,2.7390523158633003e-07,16.438674449920654
30,0.32520373731581265,0.8544501133786848,0.8544077565486613,0.6294326566322876,0.7572992700729927,0.7670732922922754,0.0,16.42691922187805
